A1,C1,c1,L2
C1,C3,l3,b4
A0,C0,l2,b0
C2,B1,B6,a3
C2,B3,B5,c2
C2,L1,L6,b2
L2,b2,c3,a4
C2,C5,B7,b2
A3,B2,c1,l1
L7,C0,B0,b2
A3,C7,C2,c3
A7,C0,L0,a3
A1,A0,B0,B1
A4,L5,B5,a0
C7,L5,B6,l1
A7,L0,L6,b0
L3,l3,c2,c4
a0,a1,b4,c3
C5,L0,B4,b4
C3,C4,A2,B1
b3,b0,b1,b4
C7,C6,B6,b0
l1,c4,c3,b2
A2,L7,a2,c4
L0,C7,B2,A0
C2,L0,L5,B0
B0,l2,c2,b0
C2,L0,l2,b3
B4,L1,a1,a2
A3,L4,B5,l3
B4,c0,c1,a4
C3,L3,l4,a0
