A2,A4,B6,C6
a3,c1,B7,B3
a4,a3,b1,B1
a0,A0,A2,A4
a4,b0,A2,C3
b0,A4,B5,C0
B7,A4,L0,C5
c0,l2,A2,B5
c4,b3,B6,A3
B4,B2,a0,C2
c2,a2,a1,A1
C4,C5,C3,A1
l0,B5,C7,A3
l3,a0,L3,L5
b3,L5,C2,A0
c4,B6,B2,L2
B4,c3,C0,b2
B1,B6,b3,c0
l1,b2,L1,C1
B4,A0,c3,L1
B2,A7,A6,b3
L0,L3,c0,b1
L0,A4,C0,a2
A1,A5,a4,c1
b4,c3,A1,B4
L0,l4,C0,A6
B5,a1,B7,l3
l4,A5,A1,C6
B1,C5,B4,A7
a3,b2,C3,B4
l1,A1,a1,c1
L6,b2,C4,b3
